,0,1,2
0,74.54752686625311,0.44142550093756255,Iris-setosa
1,73.54914342463479,0.3093420596757322,Iris-setosa
2,72.55712047069034,0.084527598697053,Iris-setosa
3,71.55179061365598,0.16035334716958075,Iris-setosa
4,70.55276306164434,0.2276364549235599,Iris-setosa
5,69.53544788952475,0.6825325511498159,Iris-setosa
6,68.55758991714634,-0.020690036277246377,Iris-setosa
7,67.55099130133567,0.19072853541816706,Iris-setosa
8,66.56165465288089,-0.2213217015285366,Iris-setosa
9,65.55448363202555,0.03653101733286236,Iris-setosa
10,64.54932355541199,0.26181805790069607,Iris-setosa
11,63.553612896585854,0.011242863522365401,Iris-setosa
12,62.56164171368805,-0.2157820284273027,Iris-setosa
13,61.5800900971151,-0.750369097296808,Iris-setosa
14,60.55927531458179,0.045483120384473975,Iris-setosa
15,59.549185706106826,0.2517174204358928,Iris-setosa
16,58.559335421148624,-0.09427195977662746,Iris-setosa
17,57.56071049376083,-0.22288429128394055,Iris-setosa
18,56.543823257806864,0.27520906897958297,Iris-setosa
19,55.56005372640392,-0.2265738130758038,Iris-setosa
20,54.54965045451916,0.023645694650058703,Iris-setosa
21,53.55981416455012,-0.2786694044840884,Iris-setosa
22,52.58819273115858,-1.0318984827370852,Iris-setosa
23,51.55121716576982,-0.16179401680358665,Iris-setosa
24,50.55415146193949,-0.27133335575407785,Iris-setosa
25,49.56145267445544,-0.4538960229881956,Iris-setosa
26,48.56074836180388,-0.44493932692743404,Iris-setosa
27,47.56602510738058,-0.5261922930164611,Iris-setosa
28,46.570080546169635,-0.6476441485345904,Iris-setosa
29,45.569817106491094,-0.7680492998545834,Iris-setosa
30,44.56892307911672,-0.7578319250102925,Iris-setosa
31,43.56321111765057,-0.5330176195888113,Iris-setosa
32,42.57432713101308,-0.7665929777661868,Iris-setosa
33,41.57349886967452,-0.7149117528145111,Iris-setosa
34,40.57619447210969,-0.9813273385156975,Iris-setosa
35,39.58526514309797,-1.1929845742888627,Iris-setosa
36,38.57691106380415,-0.9087971529760287,Iris-setosa
37,37.57879977291979,-1.1034703412175249,Iris-setosa
38,36.5916880367896,-1.5264876244391603,Iris-setosa
39,35.577415400976655,-1.0626976382938385,Iris-setosa
40,34.585633932801656,-1.2909832090270354,Iris-setosa
41,33.588571021006274,-1.5608699044827403,Iris-setosa
42,32.59595514182511,-1.6923433359830955,Iris-setosa
43,31.57274893087309,-1.0829144166975024,Iris-setosa
44,30.565850060751735,-0.887651444815769,Iris-setosa
45,29.587140535100076,-1.5036872786363669,Iris-setosa
46,28.581497486947615,-1.2714580185594968,Iris-setosa
47,27.593982068011808,-1.7148132550162367,Iris-setosa
48,26.583689808006604,-1.3347591647632662,Iris-setosa
49,25.59065251786271,-1.6000110236915999,Iris-setosa
50,24.426590041435304,2.3972423253406587,Iris-versicolor
51,23.441240766282842,1.9232933330407893,Iris-versicolor
52,22.420548874254795,2.460187629334762,Iris-versicolor
53,21.47277738667333,0.9436133318899083,Iris-versicolor
54,20.43730985968542,1.938816309917713,Iris-versicolor
55,19.455847676618234,1.3647373133912588,Iris-versicolor
56,18.438598270534488,1.8610972597248998,Iris-versicolor
57,17.51466752512358,-0.176496952379288,Iris-versicolor
58,16.442973991242226,1.7682245279409765,Iris-versicolor
59,15.485676003284953,0.49063019311471806,Iris-versicolor
60,14.50715292802945,-0.0787372669140946,Iris-versicolor
61,13.466711681518134,1.0252756306739679,Iris-versicolor
62,12.478106956707572,0.7423444506927117,Iris-versicolor
63,11.4489816033464,1.4275608462442968,Iris-versicolor
64,10.497679254496612,0.20724621891311884,Iris-versicolor
65,9.454068258665023,1.3930188080483448,Iris-versicolor
66,8.464400105044987,0.9201165199466107,Iris-versicolor
67,7.483580412116251,0.5146485080425534,Iris-versicolor
68,6.4547688357632325,1.1472764805562936,Iris-versicolor
69,5.492843097278254,0.20071364321351085,Iris-versicolor
70,4.449079580341697,1.2327701687564891,Iris-versicolor
71,3.482197964088757,0.49985450980343704,Iris-versicolor
72,2.4437320884562372,1.3583009378355047,Iris-versicolor
73,1.460428741568066,0.9662489116979207,Iris-versicolor
74,0.47035155171962323,0.7712200108847885,Iris-versicolor
75,-0.5362783149456338,0.9379421312388523,Iris-versicolor
76,-1.553269565284569,1.3280380495144544,Iris-versicolor
77,-2.562148597634397,1.482867905341287,Iris-versicolor
78,-3.5310384796925023,0.6307737835399887,Iris-versicolor
79,-4.483527151307438,-0.5152770887644396,Iris-versicolor
80,-5.493051352232329,-0.3773140764181931,Iris-versicolor
81,-6.487019484382742,-0.528099008995922,Iris-versicolor
82,-7.499385190338883,-0.2048721431320863,Iris-versicolor
83,-8.550571569027476,0.9514546282635755,Iris-versicolor
84,-9.517236538761003,0.08839346018734583,Iris-versicolor
85,-10.52455576166333,0.3661113971374958,Iris-versicolor
86,-11.540025450903931,0.8125618046558799,Iris-versicolor
87,-12.522956838132767,0.2837329764821521,Iris-versicolor
88,-13.499000106195112,-0.3602134470642348,Iris-versicolor
89,-14.495165632983454,-0.5251010751401836,Iris-versicolor
90,-15.50665553230637,-0.2662016520806482,Iris-versicolor
91,-16.52272187995163,0.20382359180155712,Iris-versicolor
92,-17.494681230112953,-0.5282795895791581,Iris-versicolor
93,-18.45583132613299,-1.5912812757229808,Iris-versicolor
